Code du cours|Description du cours|Année d'études|Parcours ou destination|Effectif
CLU3E|Comprendre le droit canadien au quotidien|11e année|Filière préemploi|935
CLU3M|Comprendre le droit canadien|11e année|Filière préuniversitaire/précollégiale|29620
CPC3O|Politique en action : agent de changement|11e année|Ouvert|95
CPD4T|Political Science|12e année|Cours collégial, enseigné par le collège (DRC)|<10
CPW4U|Politique canadienne et mondiale|12e année|Filière préuniversitaire|4255
DCO3O|Créer des occasions d'apprentissage en éducation cooperative|11e année|Ouvert|10480
EAB3O|Communications for the World of Business and Technology|11e année|Ouvert|<10
EAC4C|The Writer's Craft|12e année|Filière précollégiale|15
EAC4U|The Writer's Craft|12e année|Filière préuniversitaire|305
EAE1D|English|9e année|Cours théorique|4935
EAE1P|English|9e année|Cours appliqué|1300
EAE2D|English|10e année|Cours théorique|4555
EAE2P|English|10e année|Cours appliqué|1230
EAE3C|English|11e année|Filière précollégiale|1575
EAE3E|English|11e année|Filière préemploi|65
EAE3U|English|11e année|Filière préuniversitaire|4010
EAE4C|English|12e année|Filière précollégiale|1655
EAE4E|English|12e année|Filière préemploi|45
EAE4U|English|12e année|Filière préuniversitaire|3330
EAL4U|English Literature|12e année|Filière préuniversitaire|105
EANAO|Anglais pour débutants 1 (APD1)|Niveau 1|Ouvert|195
EANBO|Anglais pour débutants 2 (APD2)|Niveau 2|Ouvert|235
EANCO|Anglais pour débutants 3 (APD3)|Niveau 3|Ouvert|140
EANDO|Anglais pour débutants 4 (APD4)|Niveau 4|Ouvert|45
EBA4T|Communications I|12e année|Cours collégial, enseigné par le collège (DRC)|40
EBB4T|Written Communications|12e année|Cours collégial, enseigné par le collège (DRC)|<10
EBC4T|Communications|12e année|Cours collégial, enseigné par le collège (DRC)|<10
EBG4T|Firefighter Communications|12e année|Cours collégial, enseigné par le collège (DRC)|<10
EBH4T|Introductory College Communications|12e année|Cours collégial, enseigné par le collège (DRC)|10
EBT4O|Communications in the World of Business and Technology|12e année|Ouvert|255
ELC4T|Experiences in Language Arts|12e année|Cours collégial, enseigné par le collège (DRC)|15
ELDAO|English Literacy Development, ELD Level 1|Niveau 1|Ouvert|1150
ELDBO|English Literacy Development, ELD Level 2|Niveau 2|Ouvert|1040
ELDCO|English Literacy Development, ELD Level 3|Niveau 3|Ouvert|900
ELDDO|English Literacy Development, ELD Level 4|Niveau 4|Ouvert|665
ELDEO|English Literacy Development, ELD Level 5|Niveau 5|Ouvert|270
ELS2O|Literacy Skills|10e année|Ouvert|2270
EMS3O|Media Studies|11e année|Ouvert|3625
ENG1D|English|9e année|Cours théorique|108335
ENG1P|English|9e année|Cours appliqué|28380
ENG2D|English|10e année|Cours théorique|108125
ENG2P|English|10e année|Cours appliqué|33845
ENG3C|English|11e année|Filière précollégiale|36080
ENG3E|English|11e année|Filière préemploi|5220
ENG3U|English|11e année|Filière préuniversitaire|87420
ENG4C|English|12e année|Filière précollégiale|51015
ENG4E|English|12e année|Filière préemploi|3830
ENG4U|English|12e année|Filière préuniversitaire|84100
EPS3O|Presentation and Speaking Skills|11e année|Ouvert|1860
ESLAO|English as a Second Language, ESL Level 1|Niveau 1|Ouvert|2685
ESLBO|English as a Second Language, ESL Level 2|Niveau 2|Ouvert|5380
ESLCO|English as a Second Language, ESL Level 3|Niveau 3|Ouvert|8550
ESLDO|English as a Second Language, ESL Level 4|Niveau 4|Ouvert|10220
ESLEO|English as a Second Language, ESL Level 5|Niveau 5|Ouvert|7055
ETC3M|Canadian Literature|11e année|Filière préuniversitaire/précollégiale|85
ETH4T|Social Media and the Citizen Journalist|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ETS4C|Studies in Literature|12e année|Filière précollégiale|100
ETS4U|Studies in Literature|12e année|Filière préuniversitaire|2495
EWC4C|The Writer's Craft|12e année|Filière précollégiale|770
EWC4U|The Writer's Craft|12e année|Filière préuniversitaire|9580
EWH4T|Introduction to Essay Writing and Portfolio Building|12e année|Cours collégial, enseigné par le collège (DRC)|25
FCC3O|Compétence fonctionnelle en communication orale, en lecture et en écriture|11e année|Ouvert|<10
FEF1D|Extended French|9e année|Cours théorique|2795
FEF2D|Extended French|10e année|Cours théorique|2460
FEF3U|Extended French|11e année|Filière préuniversitaire|2525
FEF4U|Extended French|12e année|Filière préuniversitaire|2455
FFAAO|Actualisation linguistique en français 1|Niveau 1|Ouvert|55
FFABO|Actualisation linguistique en français 2|Niveau 2|Ouvert|35
FFACO|Actualisation linguistique en français 3|Niveau 3|Ouvert|25
FFADO|Actualisation linguistique en français 4|Niveau 4|Ouvert|<10
FFM3O|Français des médias|11e année|Ouvert|<10
FFPAO|Programme d'appui aux nouveaux arrivants 1|Niveau 1|Ouvert|140
FFPBO|Programme d'appui aux nouveaux arrivants 2|Niveau 2|Ouvert|20
FFPCO|Programme d'appui aux nouveaux arrivants 3|Niveau 3|Ouvert|<10
FFPDO|Programme d'appui aux nouveaux arrivants 4|Niveau 4|Ouvert|<10
FIF1D|French Immersion|9e année|Cours théorique|12445
FIF1P|French Immersion|9e année|Cours appliqué|115
FIF2D|French Immersion|10e année|Cours théorique|10600
FIF2P|French Immersion|10e année|Cours appliqué|75
FIF3O|French Immersion|11e année|Ouvert|90
FIF3U|French Immersion|11e année|Filière préuniversitaire|8305
FIF4O|French Immersion|12e année|Ouvert|130
FIF4U|French Immersion|12e année|Filière préuniversitaire|7255
FLC4M|Littérature du Canada français|12e année|Filière préuniversitaire/précollégiale|<10
FLO4U|Grandes œuvres de la littérature|12e année|Filière préuniversitaire|95
FRA1D|Français|9e année|Cours théorique|4880
FRA1P|Français|9e année|Cours appliqué|1495
FRA2D|Français|10e année|Cours théorique|4545
FRA2P|Français|10e année|Cours appliqué|1475
FRA3C|Français|11e année|Filière précollégiale|1850
FRA3E|Français|11e année|Filière préemploi|330
FRA3U|Français|11e année|Filière préuniversitaire|3970
FRA4C|Français|12e année|Filière précollégiale|1930
FRA4E|Français|12e année|Filière préemploi|100
FRA4U|Français|12e année|Filière préuniversitaire|3325
FSF1D|Core French|9e année|Cours théorique|68990
FSF1O|Core French|9e année|Ouvert|4655
FSF1P|Core French|9e année|Cours appliqué|35295
FSF2D|Core French|10e année|Cours théorique|25605
FSF2O|Core French|10e année|Ouvert|140
FSF2P|Core French|10e année|Cours appliqué|670
FSF3O|Core French|11e année|Ouvert|205
FSF3U|Core French|11e année|Filière préuniversitaire|14655
FSF4O|Core French|12e année|Ouvert|70
FSF4U|Core French|12e année|Filière préuniversitaire|10425
GCB4T|Careers in Policing|12e année|Cours collégial, enseigné par le collège (DRC)|70
GCC4T|Career and College Success|12e année|Cours collégial, enseigné par le collège (DRC)|70
GCE4T|Career Employment Preparation|12e année|Cours collégial, enseigné par le collège (DRC)|60
GCI4T|Exploration en métiers|12e année|Cours collégial, enseigné par le collège (DRC)|70
GCJ4T|Career and College Exploration|12e année|Cours collégial, enseigné par le collège (DRC)|30
GLC2O|Exploration de carrière|10e année|Ouvert|145750
GLD2O|Découvrir le milieu de travail|10e année|Ouvert|4005
GLE1O|Stratégies d'apprentissage pour réussir à l'école secondaire|9e année|Ouvert|13650
GLE2O|Stratégies d'apprentissage pour réussir à l'école secondaire|10e année|Ouvert|7700
GLE3O|Stratégies d'apprentissage pour réussir après l'école secondaire|11e année|Ouvert|5845
GLE4O|Stratégies d'apprentissage pour réussir après l'école secondaire|12e année|Ouvert|3840
GLH4T|College Connection|12e année|Cours collégial, enseigné par le collège (DRC)|120
GLI4T|Success Strategies|12e année|Cours collégial, enseigné par le collège (DRC)|45
GLN4O|Saisir le milieu de travail|12e année|Ouvert|5355
GLS1O|Stratégies d'apprentissage pour réussir à l'école secondaire|9e année|Ouvert|11305
GLS4O|Stratégies d'apprentissage pour réussir après l'école secondaire|12e année|Ouvert|4875
GPA4T|Developing Leadership|12e année|Cours collégial, enseigné par le collège (DRC)|10
GPL4T|Developing Leadership|12e année|Cours collégial, enseigné par le collège (DRC)|50
GPP3O|Leadership et entraide|11e année|Ouvert|13995
GWB4T|Personal and Academic Success Strategies|12e année|Cours collégial, enseigné par le collège (DRC)|65
GWC4T|Student Success for Higher Learning|12e année|Cours collégial, enseigné par le collège (DRC)|15
GWL3O|Planification de carrière|11e année|Ouvert|6970
HBB4T|Introduction à la psychologie|12e année|Cours collégial, enseigné par le collège (DRC)|455
HBC4T|Social Psychology|12e année|Cours collégial, enseigné par le collège (DRC)|90
HBD4T|Psychologie du développement|12e année|Cours collégial, enseigné par le collège (DRC)|175
HBF4T|Principles of Psychology|12e année|Cours collégial, enseigné par le collège (DRC)|185
HBG4T|Psychology - Police Foundations|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HBH4T|Psychology and Group Dynamics|12e année|Cours collégial, enseigné par le collège (DRC)|35
HBI4T|Forensic Psychology|12e année|Cours collégial, enseigné par le collège (DRC)|30
HBK4T|Positive Psychology|12e année|Cours collégial, enseigné par le collège (DRC)|160
HBM4T|Abnormal Psychology|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HBN4T|Psychology of Learning|12e année|Cours collégial, enseigné par le collège (DRC)|55
HBR4T|Developmental Psychology for the PSW|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HBS4T|Recherche et sauvetage|12e année|Cours collégial, enseigné par le collège (DRC)|25
HBV4T|Métacognition|12e année|Cours collégial, enseigné par le collège (DRC)|20
HBW4T|Psychologie du développement de l'enfant|12e année|Cours collégial, enseigné par le collège (DRC)|15
HCB4T|Criminal Justice System|12e année|Cours collégial, enseigné par le collège (DRC)|10
HCC4T|Criminology|12e année|Cours collégial, enseigné par le collège (DRC)|185
HCF4T|Canadian Criminal Justice Systems|12e année|Cours collégial, enseigné par le collège (DRC)|275
HCI4T|Youth in Conflict with the Law|12e année|Cours collégial, enseigné par le collège (DRC)|60
HDB4T|Interpersonal Skills and Group Dynamics|12e année|Cours collégial, enseigné par le collège (DRC)|75
HDC4T|Communications et relations interpersonnelles|12e année|Cours collégial, enseigné par le collège (DRC)|125
HDG4T|Introduction to Social Welfare|12e année|Cours collégial, enseigné par le collège (DRC)|10
HDJ4T|Social Deviance|12e année|Cours collégial, enseigné par le collège (DRC)|20
HDM4T|International Interactions|12e année|Cours collégial, enseigné par le collège (DRC)|30
HDP4T|Popular Culture, Film and Society|12e année|Cours collégial, enseigné par le collège (DRC)|40
HDQ4T|Popular Culture and Social Influence|12e année|Cours collégial, enseigné par le collège (DRC)|20
HDV4T|Introduction au travail social|12e année|Cours collégial, enseigné par le collège (DRC)|20
HDW4T|Leadership in Society|12e année|Cours collégial, enseigné par le collège (DRC)|20
HDX4T|Substance Abuse|12e année|Cours collégial, enseigné par le collège (DRC)|45
HDY4T|Interpersonal Communications|12e année|Cours collégial, enseigné par le collège (DRC)|25
HDZ4T|Interpersonal Violence in Canadian Society|12e année|Cours collégial, enseigné par le collège (DRC)|95
HEC4T|Professional Ethics|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HED4T|Principles of Ethical Reasoning|12e année|Cours collégial, enseigné par le collège (DRC)|20
HEG4T|Contemporary Ethical Issues|12e année|Cours collégial, enseigné par le collège (DRC)|35
HFA4C|Nutrition et santé|12e année|Filière précollégiale|3930
HFA4U|Nutrition et santé|12e année|Filière préuniversitaire|11180
HFB4T|Nutrition:  Making Better Choices|12e année|Cours collégial, enseigné par le collège (DRC)|45
HFC3E|Alimentation et culture|11e année|Filière préemploi|2070
HFC3M|Alimentation et culture|11e année|Filière préuniversitaire/précollégiale|6500
HFL4E|Alimentation saine pour tous|12e année|Filière préemploi|1495
HFN1O|Alimentation et nutrition|9e année|Ouvert|6030
HFN2O|Alimentation et nutrition|10e année|Ouvert|23005
HHA4T|Relations humaines|12e année|Cours collégial, enseigné par le collège (DRC)|25
HHB4T|Human Sexuality|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HHC4T|Exploring Human Diversity|12e année|Cours collégial, enseigné par le collège (DRC)|130
HHD3O|Dynamique des relations humaines|11e année|Ouvert|1830
HHE4T|Understanding Families|12e année|Cours collégial, enseigné par le collège (DRC)|40
HHF4T|Human Growth and Development|12e année|Cours collégial, enseigné par le collège (DRC)|20
HHG4M|Développement humain|12e année|Filière préuniversitaire/précollégiale|8145
HHI4T|Stratégies d’enseignement|12e année|Cours collégial, enseigné par le collège (DRC)|40
HHL4T|Activities With Children|12e année|Cours collégial, enseigné par le collège (DRC)|20
HHS4C|Individus et familles au Canada|12e année|Filière précollégiale|2430
HHS4U|Individus et familles au Canada|12e année|Filière préuniversitaire|12235
HIB4T|Personal Growth and Development|12e année|Cours collégial, enseigné par le collège (DRC)|110
HIC4T|PSW Practice|12e année|Cours collégial, enseigné par le collège (DRC)|35
HIF1O|Exploration des études familiales|9e année|Ouvert|8560
HIF2O|Exploration des études familiales|10e année|Ouvert|1765
HIG4T|Behavioural Intervention|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HIL4T|Conflict Resolution|12e année|Cours collégial, enseigné par le collège (DRC)|70
HIP3E|Gestion des ressources personnelles|11e année|Filière préemploi|<10
HIP4O|Gérer sa vie personnelle|12e année|Ouvert|7475
HIR3C|Gestion des ressources personnelles et familiales|11e année|Filière précollégiale|<10
HLS3O|Habitation et design|11e année|Ouvert|1755
HNB4M|Monde de la mode|12e année|Filière préuniversitaire/précollégiale|2330
HNC3C|Mode au quotidien|11e année|Filière précollégiale|2635
HNL2O|Vêtements|10e année|Ouvert|1025
HPC3O|Rôle parental|11e année|Ouvert|10005
HPD4C|Interactions avec les jeunes d'âge scolaire|12e année|Filière précollégiale|1660
HPD4E|Développement humain|12e année|Filière préemploi|<10
HPE4T|Santé et sécurité de l'enfant|12e année|Cours collégial, enseigné par le collège (DRC)|10
HPF4T|Apprentissage par le jeu|12e année|Cours collégial, enseigné par le collège (DRC)|10
HPW3C|Interactions avec enfants d’âge préscolaire|11e année|Filière précollégiale|4365
HRA4T|Paths of Faith|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HRE1O|Enseignement religieux|9e année|Ouvert|47135
HRE2O|Enseignement religieux|10e année|Ouvert|45300
HRE3M|Enseignement religieux|11e année|Filière préuniversitaire/précollégiale|985
HRE3O|Enseignement religieux|11e année|Ouvert|2055
HRE4M|Enseignement religieux|12e année|Filière préuniversitaire/précollégiale|23525
HRE4O|Enseignement religieux|12e année|Ouvert|12650
HRF3O|Étude des religions et croyances traditionnelles|11e année|Ouvert|15850
HRT3M|Grandes religions et croyances traditionnelles : perspectives, enjeux et défis|11e année|Filière préuniversitaire/précollégiale|28285
HSB4U|Changements et défis sociaux|12e année|Filière préuniversitaire|18095
HSC4M|Cultures de la francophonie mondiale|12e année|Filière préuniversitaire/précollégiale|2025
HSD4T|Sociology and Canadian Society|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HSE3E|Équité, diversité et justice sociale|11e année|Filière préemploi|400
HSE4M|Équité et justice sociale : de la théorie à la pratique|12e année|Filière préuniversitaire/précollégiale|5040
HSF4T|Sociology in Canadian Society|12e année|Cours collégial, enseigné par le collège (DRC)|90
HSG3M|Étude de genre|11e année|Filière préuniversitaire/précollégiale|620
HSH4T|Introduction à la sociologie|12e année|Cours collégial, enseigné par le collège (DRC)|70
HSJ4T|Perspectives on World Issues|12e année|Cours collégial, enseigné par le collège (DRC)|20
HSL4T|Sociology for Social Service Workers|12e année|Cours collégial, enseigné par le collège (DRC)|35
HSM4T|Réalités et relations interculturelles|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HSP3C|Introduction à la psychologie, à la sociologie et à l'anthropologie|11e année|Filière précollégiale|7680
HSP3U|Introduction à la psychologie, à la sociologie et à l'anthropologie|11e année|Filière préuniversitaire|36175
HSS4T|Sociology|12e année|Cours collégial, enseigné par le collège (DRC)|25
HZB3M|Philosophie : les grandes questions|11e année|Filière préuniversitaire/précollégiale|3075
HZT4U|Philosophie : approches et problématiques|12e année|Filière préuniversitaire|15730
IBD4T|Introduction to Web Development|12e année|Cours collégial, enseigné par le collège (DRC)|10
IBF4T|Spreadsheets|12e année|Cours collégial, enseigné par le collège (DRC)|<10
IBI4T|Microsoft Office Application|12e année|Cours collégial, enseigné par le collège (DRC)|10
IBJ4T|Architecture d'un système d'exploitation Linux|12e année|Cours collégial, enseigné par le collège (DRC)|10
IBK4T|Computer Applications|12e année|Cours collégial, enseigné par le collège (DRC)|25
IBL4T|Introduction to Programming|12e année|Cours collégial, enseigné par le collège (DRC)|20
IBP4T|Graphics Theory and Application|12e année|Cours collégial, enseigné par le collège (DRC)|20
IBR4T|Software Applications|12e année|Cours collégial, enseigné par le collège (DRC)|10
IBS4T|Web Page Design|12e année|Cours collégial, enseigné par le collège (DRC)|10
IBT4T|Web Authoring Fundamentals|12e année|Cours collégial, enseigné par le collège (DRC)|<10
IBU4T|Introduction to Game Program/Design|12e année|Cours collégial, enseigné par le collège (DRC)|<10
IBV4T|Advanced Game Program/Design|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ICS2O|Introduction à l'informatique|10e année|Ouvert|17120
ICS3C|Introduction à la programmation informatique|11e année|Filière précollégiale|3065
ICS3U|Introduction au génie informatique|11e année|Filière préuniversitaire|19925
ICS4C|Programmation informatique|12e année|Filière précollégiale|690
ICS4U|Génie informatique|12e année|Filière préuniversitaire|9505
IDC3O|Études interdisciplinaires|11e année|Ouvert|6875
IDC4O|Études interdisciplinaires|12e année|Ouvert|2205
IDC4U|Études interdisciplinaires|12e année|Filière préuniversitaire|16775
IDP3O|Études interdisciplinaires|11e année|Ouvert|785
IDP4O|Études interdisciplinaires|12e année|Ouvert|105
IDP4U|Études interdisciplinaires|12e année|Filière préuniversitaire|755
JAB4T|Lights, Camera, Action!|12e année|Cours collégial, enseigné par le collège (DRC)|15
JAL4T|Film Studies|12e année|Cours collégial, enseigné par le collège (DRC)|95
JBC4T|College Seminar|12e année|Cours collégial, enseigné par le collège (DRC)|40
JBD4T|College Success|12e année|Cours collégial, enseigné par le collège (DRC)|20
JDB4T|Developmental disorders|12e année|Cours collégial, enseigné par le collège (DRC)|<10
JDC4T|Stress Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
JEB4T|Making the Grade|12e année|Cours collégial, enseigné par le collège (DRC)|65
JED4T|Critical Thinking|12e année|Cours collégial, enseigné par le collège (DRC)|<10
JEE4T|Professional Effectiveness|12e année|Cours collégial, enseigné par le collège (DRC)|45
JEH4T|Speaking with Confidence|12e année|Cours collégial, enseigné par le collège (DRC)|<10
JEK4T|Improv|12e année|Cours collégial, enseigné par le collège (DRC)|<10
JEL4T|Roots to Success|12e année|Cours collégial, enseigné par le collège (DRC)|25
JFA4T|Developmental Psychology – Arts and Science/Social Service Worker Section|12e année|Cours collégial, enseigné par le collège (DRC)|70
JFE4T|Current Events|12e année|Cours collégial, enseigné par le collège (DRC)|15
JFF4T|Issues in Diversity|12e année|Cours collégial, enseigné par le collège (DRC)|30
JFG4T|Visual Gestural Communication|12e année|Cours collégial, enseigné par le collège (DRC)|25
JGB4T|Culture technologique|12e année|Cours collégial, enseigné par le collège (DRC)|210
JGE4T|Growing Up Digital|12e année|Cours collégial, enseigné par le collège (DRC)|20
JGI4T|Social Impact of Technology|12e année|Cours collégial, enseigné par le collège (DRC)|10
JMB4T|Introduction à la profession|12e année|Cours collégial, enseigné par le collège (DRC)|15
KALAN|L'art de s'exprimer et de s'amuser|Niveau 1|Cours non-crédité d'enfance en difficulté (tous les niveaux)|1230
KALBN|L'art de s'exprimer et de s'amuser|Niveau 2|Cours non-crédité d'enfance en difficulté (tous les niveaux)|1140
KALCN|L'art de s'exprimer et de s'amuser|Niveau 3|Cours non-crédité d'enfance en difficulté (tous les niveaux)|700
KALDN|L'art de s'exprimer et de s'amuser|Niveau 4|Cours non-crédité d'enfance en difficulté (tous les niveaux)|615
KALEN|L'art de s'exprimer et de s'amuser|Niveau 5|Cours non-crédité d'enfance en difficulté (tous les niveaux)|430
KALFN|L'art de s'exprimer et de s'amuser|Niveau 6|Cours non-crédité d'enfance en difficulté (tous les niveaux)|325
KALGN|L'art de s'exprimer et de s'amuser|Niveau 7|Cours non-crédité d'enfance en difficulté (tous les niveaux)|210
KALHN|L'art de s'exprimer et de s'amuser|Niveau 8|Cours non-crédité d'enfance en difficulté (tous les niveaux)|45
KALIN|L'art de s'exprimer et de s'amuser|Niveau 9|Cours non-crédité d'enfance en difficulté (tous les niveaux)|30
KALJN|L'art de s'exprimer et de s'amuser|Niveau 10|Cours non-crédité d'enfance en difficulté (tous les niveaux)|30
KALKN|L'art de s'exprimer et de s'amuser|Niveau 11|Cours non-crédité d'enfance en difficulté (tous les niveaux)|55
KALLN|L'art de s'exprimer et de s'amuser|Niveau 12|Cours non-crédité d'enfance en difficulté (tous les niveaux)|10
KALMN|L'art de s'exprimer et de s'amuser|Niveau 13|Cours non-crédité d'enfance en difficulté (tous les niveaux)|20
KALNN|L'art de s'exprimer et de s'amuser|Niveau 14|Cours non-crédité d'enfance en difficulté (tous les niveaux)|25
KALON|L'art de s'exprimer et de s'amuser|Niveau 15|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KALPN|L'art de s'exprimer et de s'amuser|Niveau 16|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KBBAN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 1|Cours non-crédité d'enfance en difficulté (tous les niveaux)|455
KBBBN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 2|Cours non-crédité d'enfance en difficulté (tous les niveaux)|330
KBBCN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 3|Cours non-crédité d'enfance en difficulté (tous les niveaux)|450
KBBDN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 4|Cours non-crédité d'enfance en difficulté (tous les niveaux)|285
KBBEN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 5|Cours non-crédité d'enfance en difficulté (tous les niveaux)|190
KBBFN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 7|Cours non-crédité d'enfance en difficulté (tous les niveaux)|110
KBBGN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 7|Cours non-crédité d'enfance en difficulté (tous les niveaux)|100
KBBHN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 8|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KBBIN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 9|Cours non-crédité d'enfance en difficulté (tous les niveaux)|45
KBBJN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 10|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KBBKN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 11|Cours non-crédité d'enfance en difficulté (tous les niveaux)|20
KBBLN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 12|Cours non-crédité d'enfance en difficulté (tous les niveaux)|25
KBBMN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 13|Cours non-crédité d'enfance en difficulté (tous les niveaux)|385
KBBNN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 14|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KCCAN|Initiation aux transports en commun et exploration de son milieu|Niveau 1|Cours non-crédité d'enfance en difficulté (tous les niveaux)|270
KCCBN|Initiation aux transports en commun et exploration de son milieu|Niveau 2|Cours non-crédité d'enfance en difficulté (tous les niveaux)|155
KCCCN|Initiation aux transports en commun et exploration de son milieu|Niveau 3|Cours non-crédité d'enfance en difficulté (tous les niveaux)|320
KCCDN|Initiation aux transports en commun et exploration de son milieu|Niveau 4|Cours non-crédité d'enfance en difficulté (tous les niveaux)|135
KCCEN|Initiation aux transports en commun et exploration de son milieu|Niveau 5|Cours non-crédité d'enfance en difficulté (tous les niveaux)|95
KCCFN|Initiation aux transports en commun et exploration de son milieu|Niveau 6|Cours non-crédité d'enfance en difficulté (tous les niveaux)|80
KCCGN|Initiation aux transports en commun et exploration de son milieu|Niveau 7|Cours non-crédité d'enfance en difficulté (tous les niveaux)|65
KCCHN|Initiation aux transports en commun et exploration de son milieu|Niveau 8|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KCCIN|Initiation aux transports en commun et exploration de son milieu|Niveau 9|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KCCJN|Initiation aux transports en commun et exploration de son milieu|Niveau 10|Cours non-crédité d'enfance en difficulté (tous les niveaux)|10
KCCMN|Initiation aux transports en commun et exploration de son milieu|Niveau 13|Cours non-crédité d'enfance en difficulté (tous les niveaux)|120
KCWAN|À la découverte du monde|Niveau 1|Cours non-crédité d'enfance en difficulté (tous les niveaux)|915
KCWBN|À la découverte du monde|Niveau 2|Cours non-crédité d'enfance en difficulté (tous les niveaux)|580
KCWCN|À la découverte du monde|Niveau 3|Cours non-crédité d'enfance en difficulté (tous les niveaux)|655
KCWDN|À la découverte du monde|Niveau 4|Cours non-crédité d'enfance en difficulté (tous les niveaux)|685
KCWEN|À la découverte du monde|Niveau 5|Cours non-crédité d'enfance en difficulté (tous les niveaux)|275
KCWFN|À la découverte du monde|Niveau 6|Cours non-crédité d'enfance en difficulté (tous les niveaux)|110
KCWGN|À la découverte du monde|Niveau 7|Cours non-crédité d'enfance en difficulté (tous les niveaux)|125
KCWHN|À la découverte du monde|Niveau 8|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KCWIN|À la découverte du monde|Niveau 9|Cours non-crédité d'enfance en difficulté (tous les niveaux)|55
KCWJN|À la découverte du monde|Niveau 10|Cours non-crédité d'enfance en difficulté (tous les niveaux)|25
KCWKN|À la découverte du monde|Niveau 11|Cours non-crédité d'enfance en difficulté (tous les niveaux)|15
KCWMN|À la découverte du monde|Niveau 13|Cours non-crédité d'enfance en difficulté (tous les niveaux)|140
KCWON|À la découverte du monde|Niveau 15|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KENAN|Développement du langage et de la communication|Niveau 1|Cours non-crédité d'enfance en difficulté (tous les niveaux)|3130
KENBN|Développement du langage et de la communication|Niveau 2|Cours non-crédité d'enfance en difficulté (tous les niveaux)|2330
KENCN|Développement du langage et de la communication|Niveau 3|Cours non-crédité d'enfance en difficulté (tous les niveaux)|1555
KENDN|Développement du langage et de la communication|Niveau 4|Cours non-crédité d'enfance en difficulté (tous les niveaux)|1440
KENEN|Développement du langage et de la communication|Niveau 5|Cours non-crédité d'enfance en difficulté (tous les niveaux)|920
KENFN|Développement du langage et de la communication|Niveau 6|Cours non-crédité d'enfance en difficulté (tous les niveaux)|745
KENGN|Développement du langage et de la communication|Niveau 7|Cours non-crédité d'enfance en difficulté (tous les niveaux)|525
KENHN|Développement du langage et de la communication|Niveau 8|Cours non-crédité d'enfance en difficulté (tous les niveaux)|90
KENIN|Développement du langage et de la communication|Niveau 9|Cours non-crédité d'enfance en difficulté (tous les niveaux)|90
KENJN|Développement du langage et de la communication|Niveau 10|Cours non-crédité d'enfance en difficulté (tous les niveaux)|90
KENKN|Développement du langage et de la communication|Niveau 11|Cours non-crédité d'enfance en difficulté (tous les niveaux)|125
KENLN|Développement du langage et de la communication|Niveau 12|Cours non-crédité d'enfance en difficulté (tous les niveaux)|65
KENMN|Développement du langage et de la communication|Niveau 13|Cours non-crédité d'enfance en difficulté (tous les niveaux)|485
KENNN|Développement du langage et de la communication|Niveau 14|Cours non-crédité d'enfance en difficulté (tous les niveaux)|35
KENON|Développement du langage et de la communication|Niveau 15|Cours non-crédité d'enfance en difficulté (tous les niveaux)|40
KENPN|Développement du langage et de la communication|Niveau 16|Cours non-crédité d'enfance en difficulté (tous les niveaux)|20
KGLAN|Aptitudes à la vie quotidienne|Niveau 1|Cours non-crédité d'enfance en difficulté (tous les niveaux)|2305
KGLBN|Aptitudes à la vie quotidienne|Niveau 2|Cours non-crédité d'enfance en difficulté (tous les niveaux)|1565
